"license_type","license_number","business_county","business_name","business_address_line1","business_address_line2","business_city_state_zip","business_telephone","license_expiration_date_mmddccyy","owner_name","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","mailing_address_county","owner_telephone","license_subtype","continuing_education_flag","business_mailing"
"A/C Contractor","15960","DENTON","ISI COMMERCIAL REFRIGERATION",,,,,"09/30/2026","PRYOR, TRACY LEE",,,,"DENTON",,"BC","N",
"A/C Contractor","6458","TARRANT","GREG SHAW AIR CONDITIONING",,,,,"02/12/2027","SHAW, GREGORY M",,,,"TARRANT",,"AC","N",
"A/C Contractor","76733","DENTON","PAUL'S AIR & ELECTRIC LLC",,,,,"11/22/2026","HEAD, PAUL A",,,,"DENTON",,"BE","N",
"A/C Contractor","90420","COLLIN","DRAGON AIR SERVICES LLC",,,,,"07/24/2027","TADIC, DRAGAN",,,,"COLLIN",,"BE","N",
"A/C Contractor","66175","ROCKWALL","PREMIER AC & HEATING SERVICES",,,,,"06/06/2027","IBARRA, AMBROCIO MONSIVAIS JR",,,,"ROCKWALL",,"BE","N",
"A/C Contractor","19031","TARRANT","GARY SHERLOCK",,,,,"10/11/2026","SHERLOCK, GARY",,,,"TARRANT",,"AE","N",
"A/C Contractor","27480","ELLIS","BLUE STAR AIR & REFRIGERATION LLC",,,,,"03/16/2027","HICKS, BRYAN",,,,"ELLIS",,"BC","N",
"A/C Contractor","87459","TARRANT","WELDON SERVICES, INC",,,,,"04/22/2025","WELDON, CAMERON T",,,,"TARRANT",,"AC","N",
"A/C Contractor","69783","COLLIN","ALPHATEK AIR CONDITION & HEAT",,,,,"01/05/2027","ZAKI, YOUSSEF ERIAN",,,,"COLLIN",,"AE","N",
"A/C Contractor","4901","TARRANT","ROBERTS HEATING & A/C",,,,,"06/12/2025","ROBERTS, ELLIS RAY",,,,"TARRANT",,"AC","N",
"A/C Contractor","21125","COLLIN","HAYWARD HEATING & AIR CONDITIONING",,,,,"02/21/2027","HAYWARD, JOHN",,,,"COLLIN",,"BE","N",
"A/C Contractor","72569","TARRANT","3 KINGS AC",,,,,"05/09/2027","LOPEZ, REY DAVID",,,,"TARRANT",,"ARBE","N",
"A/C Contractor","77962","DALLAS","S.T.I.R. HVACR TECHNICAL SERVICES LLC",,,,,"07/21/2026","ORTEGA, JORGE A",,,,"DALLAS",,"AR","N",
"A/C Contractor","83688","JOHNSON","SPARTAN HEAT AND AIR, LLC",,,,,"09/29/2026","VALDEZ, ROBERT LORENTO",,,,"JOHNSON",,"BE","N",
"A/C Contractor","15488","DALLAS","PERFECT CLIMATE LLC",,,,,"05/26/2027","MARTINEZ, GREGORIO G",,,,"DALLAS",,"AC","N",
"A/C Contractor","16190","DALLAS","PAUL M ROBINSON",,,,,"04/02/2027","ROBINSON, PAUL M",,,,"DALLAS",,"AE","N",
"A/C Contractor","23916","JOHNSON","PREUNINGER SERVICE COMPANY LLC",,,,,"03/31/2027","PREUNINGER, DONALD",,,,"JOHNSON",,"BE","N",
"A/C Contractor","11990","COLLIN","PLANO INDEPENDENT SCHOOL DISTRICT",,,,,"05/28/2027","ALVAREZ, JOSE RAMIREZ",,,,"COLLIN",,"AE","N",
"A/C Contractor","10964","DALLAS","BRANDT ENGINEERING COMPANY",,,,,"02/24/2027","WOODY, CLIFFORD DEAN",,,,"DALLAS",,"AE","N",
"A/C Contractor","29857","TARRANT","TEMPGUARD MECHANICAL",,,,,"06/06/2025","ROUSSEAU, HENRI H",,,,"TARRANT",,"AC","N",
"A/C Contractor","93048","JOHNSON","METROPLEX HOME PRO LLC",,,,,"02/06/2027","TRIMBLE, BRANDON WAYNE",,,,"JOHNSON",,"AC","N",
"A/C Contractor","15275","DALLAS","THE RIGHT CHOICE HEATING & AIR INC",,,,,"11/28/2026","PUCKETT, JOHN TIMOTHY",,,,"DALLAS",,"AE","N",
"A/C Contractor","5987","PARKER","LEONARD MECHANICAL SERVICES",,,,,"01/10/2027","MARIANO, LEONARD",,,,"PARKER",,"BC","N",
"A/C Contractor","1656","DALLAS","HOPPER AIR CONDITIONING & HEATING CO",,,,,"06/18/2027","HOPPER, KENNETH WELTON",,,,"DALLAS",,"AEBR","N",
"A/C Contractor","26640","DALLAS","TRIPLE D HEATING AND AIR CONDITIONING",,,,,"02/13/2027","GUZMAN, BENJAMIN III",,,,"DALLAS",,"BE","N",
"A/C Contractor","26830","COLLIN","D PENGUIN SERVICES INC DBA DEVARD'S",,,,,"12/29/2026","HORTON, FAREST G",,,,"COLLIN",,"AE","N",
"A/C Contractor","19263","COLLIN","ALL AMERICAN HVAC, LLC",,,,,"08/07/2026","RAHNEMAIE, HOOSHANG",,,,"COLLIN",,"BE","N",
"A/C Contractor","17996","DALLAS","TEXAS AIR TEMPERATURE SYSTEMS",,,,,"06/30/2027","MCDONALD, KENNETH W",,,,"DALLAS",,"BC","N",
"A/C Contractor","38117","DALLAS","OLMOS HOME & AIR",,,,,"05/09/2027","OLMOS, JOSE H",,,,"DALLAS",,"BE","N",
"A/C Contractor","85938","DENTON","HIGHLAND VILLAGE AIR CONDITIONING LLC",,,,,"01/31/2027","TRUSSELL, JAMES R",,,,"DENTON",,"BE","N",
"A/C Contractor","32472","DALLAS","REYES HVAC SERVICES LLC",,,,,"08/19/2026","REYES, RODOLFO E",,,,"DALLAS",,"AC","N",
"A/C Contractor","23389","HUNT","INDOOR AIR SOLUTIONS",,,,,"11/27/2026","LAY, CHRISTOPHER M",,,,"HUNT",,"AE","N",
"A/C Contractor","20156","PARKER","BOBBY GORMAN HOME INSPECTIONS INC",,,,,"04/04/2027","GORMAN, ALFRED BOBBY",,,,"PARKER",,"BC","N",
"A/C Contractor","87616","DALLAS","COMFORT NOW A/C AND HEATING LLC",,,,,"01/15/2026","DANIELS, SIR HOWARD WALTER IV",,,,"DALLAS",,"AC","N",
"A/C Contractor","23888","JOHNSON","COLD WORK CORP",,,,,"06/11/2027","CARLSON, PHILIP JOHN",,,,"JOHNSON",,"AC","N",
"A/C Contractor","10475","DENTON","ALLIED AMERICAN AIR AND APPLIANCE INC",,,,,"06/26/2027","MALKO, JOHN A",,,,"DENTON",,"BC","N",
"A/C Contractor","19132","TARRANT","PASCHALL AIR CONDITIONING & HEATING INC",,,,,"02/23/2027","BRASHIER, BOBBY JAY",,,,"TARRANT",,"BE","N",
"A/C Contractor","41879","TARRANT","BILLYGO DFW LLC",,,,,"10/12/2026","MENNENGA, ADAM MICHAEL",,,,"TARRANT",,"BE","N",
"A/C Contractor","19181","COLLIN","JAMES GREGORY HOUGH",,,,,"03/30/2027","HOUGH, JAMES GREGORY",,,,"COLLIN",,"BC","N",
"A/C Contractor","67873","TARRANT","FORT WORTH INDEPENDENT SCH DISTRICT",,,,,"09/01/2026","MCPHERSON, STEVEN CHARLES",,,,"TARRANT",,"AE","N",
"A/C Contractor","28671","WISE","ARG GOING GREEN, LLC",,,,,"05/29/2027","GREENWOOD, AUDIE R SR",,,,"WISE",,"BC","N",
"A/C Contractor","2912","PARKER","LANDMARK HEATING & A/C COMPANY INC",,,,,"01/06/2027","JONES, THOMAS GREGORY",,,,"PARKER",,"BE","N",
"A/C Contractor","2158","DENTON","AIRE-MASTERS MECHANICAL INC",,,,,"08/06/2026","EILAND, CARL THOMAS",,,,"DENTON",,"AC","N",
"A/C Contractor","12809","TARRANT","HOLLAND AIR CONDITIONING & HEATING",,,,,"09/25/2026","HOLLAND, JAMES R",,,,"TARRANT",,"BE","N",
"A/C Contractor","10738","JOHNSON","ENVIRONMENTAL HVAC",,,,,"08/14/2026","FORD, MARK DAVID",,,,"JOHNSON",,"BE","N",
"A/C Contractor","35135","TARRANT","SKY HEATING & AIR",,,,,"01/03/2027","HILTBRUNNER, HEATH",,,,"TARRANT",,"BE","N",
"A/C Contractor","24742","TARRANT","GOLDEN MECHANICAL INC",,,,,"10/12/2026","BRYAN, GEORGE",,,,"TARRANT",,"AC","N",
"A/C Contractor","23738","DENTON","ABETTER DEAL HEATING & AIR CONDITIONING",,,,,"03/11/2027","JONES, ANDREW S",,,,"DENTON",,"AE","N",
"A/C Contractor","17391","JOHNSON","KENNETH G WRIGHT",,,,,"05/18/2027","WRIGHT, KENNETH G",,,,"JOHNSON",,"BC","N",
"A/C Contractor","95647","TARRANT","ROGERS MECHANICAL CONTRACTORS, LLC",,,,,"03/19/2027","DUNN, MICHAEL JOHN",,,,"TARRANT",,"AE","N",
"A/C Contractor","16569","ELLIS","ANDERSON AIR",,,,,"04/18/2027","ANDERSON, JAMES R",,,,"ELLIS",,"BE","N",
"A/C Contractor","5464","TARRANT","J E C SERVICE COMPANY",,,,,"08/22/2026","CARO, JORGE ENRIQUE",,,,"TARRANT",,"BC","N",
"A/C Contractor","4563","DENTON","SERVICE SOLUTIONS OF TEXAS LLC",,,,,"07/01/2027","BROWN, KENTON THOMAS",,,,"DENTON",,"BC","Y",
"A/C Contractor","27355","DENTON","AIR NOW HEATING & AIR CONDITIONING",,,,,"10/02/2026","SANCHEZ, RAY A",,,,"DENTON",,"BE","N",
"A/C Contractor","78791","TARRANT","A BIRD A/C & HEATING INC",,,,,"03/03/2027","PEACOCK, WILLIAM B",,,,"TARRANT",,"BE","N",
"A/C Contractor","65401","DENTON","HMS HEATING AND AIR CONDITIONING LLC",,,,,"04/28/2027","HAYS, GARY PAT III",,,,"DENTON",,"AC","N",
"A/C Contractor","22816","HUNT","REED HEAT & AIR",,,,,"04/17/2027","REED, ERIC WILLIAM SR",,,,"HUNT",,"BE","N",
"A/C Contractor","24218","KAUFMAN","KISER & SON A/C/HEATING/REFRIGERATION",,,,,"07/30/2027","KISER, EDWIN T JR",,,,"KAUFMAN",,"BC","N",
"A/C Contractor","29216","DALLAS","AC-APPLIANCE PROS, INC",,,,,"11/05/2025","MULLIGAN, JOHN S SR",,,,"DALLAS",,"BE","N",
"A/C Contractor","34855","DALLAS","HANCOCK'S HEATING AND AIR LLC",,,,,"12/13/2026","STEPHENS, DOUGLAS",,,,"DALLAS",,"AC","N",
"A/C Contractor","14044","DALLAS","F D T",,,,,"09/27/2026","DURKIN, STEPHEN PAUL",,,,"DALLAS",,"AE","N",
"A/C Contractor","10319","DALLAS","POLK MECHANICAL COMPANY LLC",,,,,"08/09/2026","HOLDEN, NICK DUANE",,,,"DALLAS",,"AE","N",
"A/C Contractor","60508","JOHNSON","TRUE ELECTRIC PLUMBING HEAT & AIR LLC",,,,,"08/14/2026","ELLEDGE, LARRY RAYMOND",,,,"JOHNSON",,"AC","N",
"A/C Contractor","26433","PARKER","TIMOTHY M ADAIR",,,,,"11/30/2026","ADAIR, TIMOTHY M",,,,"PARKER",,"BE","N",
"A/C Contractor","43998","DALLAS","MOODY AND SONS A/C & HEATING",,,,,"04/09/2026","MOODY, TIFFANY D",,,,"DALLAS",,"BE","N",
"A/C Contractor","20903","COLLIN","DUNRITE RENOVATION CONTRACTORS INC",,,,,"12/29/2026","POWELL, STEVEN D",,,,"COLLIN",,"AC","N",
"A/C Contractor","93390","DALLAS","PURITY AIR HVAC LLC",,,,,"12/02/2026","BARBOSA, SANTIAGO",,,,"DALLAS",,"AC","N",
"A/C Contractor","27997","ELLIS","ANNEX AIR TEXAS L.L.C.",,,,,"08/06/2026","THOMPSON, STEPHEN L",,,,"ELLIS",,"BE","N",
"A/C Contractor","83467","DALLAS","LEWIS AIR",,,,,"09/30/2026","LEWIS, BLAYNE CARSON",,,,"DALLAS",,"AE","N",
"A/C Contractor","102383","DALLAS","LG HEAT & AIR LLC",,,,,"01/28/2027","BUSH, JOHN GREGORY",,,,"DALLAS",,"AC","N",
"A/C Contractor","24144","PARKER","T & S HEATING & AIR CONDITIONING",,,,,"07/28/2027","GARNER, STAN",,,,"PARKER",,"BE","N",
"A/C Contractor","33199","COLLIN","GENIE CONSTRUCTION LLC",,,,,"09/16/2026","CHEN, SHIH-LIANG",,,,"COLLIN",,"AC","N",
"A/C Contractor","34165","WISE","LOW TEMP HVAC",,,,,"04/21/2027","CALLAHAN, PAUL W",,,,"WISE",,"AC","N",
"A/C Contractor","33524","DALLAS","TDINDUSTRIES LTD",,,,,"07/22/2026","FLORES, RAMON",,,,"DALLAS",,"AC","N",
"A/C Contractor","80410","TARRANT","ALWAYS AIR INC",,,,,"07/18/2026","BANKS, DAVID T",,,,"TARRANT",,"AE","N",
"A/C Contractor","20325","DALLAS","EVEREST TRAINING INSTITUTE LLC",,,,,"06/13/2026","HIRES, STEPHEN C",,,,"DALLAS",,"BE","N",
"A/C Contractor","28137","TARRANT","JC A/C & HEATING",,,,,"11/04/2026","COBB, JOHN A",,,,"TARRANT",,"AE","N",
"A/C Contractor","46273","TARRANT","REYES, ESTEBAN D",,,,,"05/10/2027","REYES, ESTEBAN D",,,,"TARRANT",,"BE","N",
"A/C Contractor","85720","DALLAS","TD INDUSTRIES",,,,,"01/26/2027","ROBINSON, AREFFIN GLENN",,,,"DALLAS",,"AC","N",
"A/C Contractor","27580","DALLAS","ISI COMMERCIAL REFRIGERATION LLC",,,,,"08/28/2026","FESSENDEN, SEAN D",,,,"DALLAS",,"BR","N",
"A/C Contractor","51341","DALLAS","ELITE AIR SERVICES",,,,,"02/21/2027","NGUYEN, HUY",,,,"DALLAS",,"BE","N",
"A/C Contractor","44250","JOHNSON","JASON A STATON",,,,,"03/28/2027","STATON, JASON A",,,,"JOHNSON",,"AE","N",
"A/C Contractor","89838","DALLAS","CASAS A/C & HEATING",,,,,"06/28/2027","CASAS, MIGUEL ANGEL",,,,"DALLAS",,"AR","N",
"A/C Contractor","24079","TARRANT","CITY OF ARLINGTON",,,,,"02/20/2027","JOHNSON, GUY DEAN",,,,"TARRANT",,"AC","N",
"A/C Contractor","15233","TARRANT","JERRY LYNN DONALDSON",,,,,"06/25/2027","DONALDSON, JERRY LYNN",,,,"TARRANT",,"BC","N",
"A/C Contractor","28571","WISE","BLUE SKY AIR",,,,,"04/13/2027","HOLMES, RICHARD M",,,,"WISE",,"BE","N",
"A/C Contractor","21726","DALLAS","NU-AIR",,,,,"12/29/2026","RAWLINS, KEN",,,,"DALLAS",,"BE","N",
"A/C Contractor","11478","DALLAS","DONALD A MEYER",,,,,"10/26/2026","MEYER, DONALD ALLEN",,,,"DALLAS",,"BE","N",
"A/C Contractor","17924","DALLAS","NO HORSE'N AROUND HEATING & A/C",,,,,"12/04/2026","SMITH, KEITH WAYNE",,,,"DALLAS",,"BE","N",
"A/C Contractor","11208","TARRANT","ABREEZE AIR CONDITIONING AND HEATING",,,,,"03/19/2027","DEWEESE, DAVID G",,,,"TARRANT",,"BC","N",
"A/C Contractor","66346","TARRANT","LOUIS ZAMS A/C AND HEATING LLC",,,,,"06/11/2027","ZAMARRIPA, LOUIS RUPERT",,,,"TARRANT",,"BE","N",
"A/C Contractor","28896","DALLAS","TECHMO SERVICES",,,,,"07/21/2027","KARIM, MOHAMMAD Y",,,,"DALLAS",,"BE","N",
"A/C Contractor","18757","TARRANT","DANDY AIR",,,,,"11/22/2025","BRADBURN, DAN",,,,"TARRANT",,"BC","N",
"A/C Contractor","2887","DALLAS","SCHINDLER REFRIGERATION",,,,,"11/26/2025","SCHINDLER, LARRY LEON",,,,"DALLAS",,"BC","N",
"A/C Contractor","21273","DALLAS","POLASEK AIR SYSTEMS INC",,,,,"08/05/2026","POLASEK, HOUSTON GEORGE",,,,"DALLAS",,"AC","N",
"A/C Contractor","85810","TARRANT","CHILL TIME AC HEAT LLC",,,,,"01/25/2027","DAVIS, SEDRICK LEVAR",,,,"TARRANT",,"BC","N",
"A/C Contractor","27243","DALLAS","BERRETT PEST CONTROL SERVICES INC",,,,,"07/22/2026","WINBURN, SETH ANDREW",,,,"DALLAS",,"BE","N",
"A/C Contractor","35338","DALLAS","ESPARZA AIR CONDITIONING AND HEATING",,,,,"05/06/2027","ESPARZA, MARCO A",,,,"DALLAS",,"AC","N",
"A/C Contractor","70868","ELLIS","PURE ENERGY",,,,,"03/09/2027","PREVOU, JEREMY W",,,,"ELLIS",,"AR","N",
"A/C Contractor","44750","DALLAS","TDINDUSTRIES, INC",,,,,"06/13/2027","MAHONE, GERALD R",,,,"DALLAS",,"AE","N",
"A/C Contractor","26357","COLLIN","JEFFERY S GRIFFITTS",,,,,"04/09/2027","GRIFFITTS, JEFFREY S",,,,"COLLIN",,"BE","N",
"A/C Contractor","23517","DALLAS","TEXAS AIR SYSTEMS, INC",,,,,"03/02/2027","ABRAMSKI, RONALD",,,,"DALLAS",,"AC","N",
"A/C Contractor","15507","TARRANT","EASTER, ROGER (JR)",,,,,"08/31/2026","EASTER, ROGER JR",,,,"TARRANT",,"BC","N",
"A/C Contractor","16887","DALLAS","A & T MECHANICAL SERVICES",,,,,"03/31/2027","HERNANDEZ, ALFONSO",,,,"DALLAS",,"BC","N",
"A/C Contractor","99403","DALLAS","ACH MECHANICAL SOLUTIONS LLC",,,,,"08/15/2026","RIOS, VICTOR ALFONSO",,,,"DALLAS",,"AE","N",
"A/C Contractor","12650","DALLAS","ML RIGGS INC.",,,,,"09/26/2026","RIGGS, MICHAEL LEE",,,,"DALLAS",,"AEBR","N",
"A/C Contractor","39077","DALLAS","ELLISON AC & HEATING",,,,,"07/11/2027","HENDRIX, KENNETH EARL SR",,,,"DALLAS",,"BE","N",
"A/C Contractor","48843","ELLIS","THE REPAIRMAN HVAC LLC",,,,,"09/17/2026","MUSA, AHMED Q",,,,"ELLIS",,"AC","N",
"A/C Contractor","6494","DALLAS","CIRCLE J SERVICES INC",,,,,"07/05/2027","MILLER, JERRY LYNN",,,,"DALLAS",,"AC","Y",
"A/C Contractor","100982","DALLAS","A VETERAN AC",,,,,"10/30/2026","JONES, PHILLIP MICHAEL",,,,"DALLAS",,"BE","N",
"A/C Contractor","96144","DENTON","CAPITAL MECHANICAL",,,,,"04/04/2027","TILLEY, CODY SHANE",,,,"DENTON",,"AC","N",
"A/C Contractor","17860","TARRANT","WILLIAMSON'S A/C CONTRACTING",,,,,"02/21/2027","WILLIAMSON, GERAL R",,,,"TARRANT",,"BC","N",
"A/C Contractor","28976","DALLAS","METRO BUILDING MAINTENANCE SERVICE",,,,,"08/23/2027","MARROQUIN, JULIO R",,,,"DALLAS",,"BE","N",
"A/C Contractor","17533","KAUFMAN","MALIBU AIR COMPANY",,,,,"11/21/2026","JOHNSON, T LINCOLN",,,,"KAUFMAN",,"AC","N",
"A/C Contractor","26683","DALLAS","DEP MECHANICAL",,,,,"09/11/2026","POPE, DONALD",,,,"DALLAS",,"BE","N",
"A/C Contractor","52087","DALLAS","AIR-KOOL HEATING & AIR, LLC",,,,,"04/01/2027","BANDA, OTILIO JR",,,,"DALLAS",,"AE","N",
"A/C Contractor","29042","DALLAS","COLLINARY ARTS HEATING & COOLING",,,,,"09/21/2026","BERRY, JUSTIN KELLY",,,,"DALLAS",,"AC","N",
"A/C Contractor","99483","DALLAS","INNOVATIOIVE CLIMATE CONTROL LLC",,,,,"08/27/2026","FERNANDEZ, NOE ROBERTO",,,,"DALLAS",,"AE","N",
"A/C Contractor","26511","DALLAS","AIR TRAN SERVICES INC",,,,,"05/26/2027","TRAN, LAM",,,,"DALLAS",,"BE","N",
"A/C Contractor","39214","COLLIN","BAEZ HEATING & AIR CONDITIONING",,,,,"06/17/2027","BAEZ, JOHN R",,,,"COLLIN",,"BE","N",
"A/C Contractor","29671","DALLAS","AV EXCEL AIR SERVICES LLC",,,,,"03/16/2027","CISNEROS, ARTURO R",,,,"DALLAS",,"AC","N",
"A/C Contractor","28458","DALLAS","TOTAL COMFORT A/C HEAT LLC",,,,,"03/11/2026","RIVERA, LORENZO",,,,"DALLAS",,"BE","N",
"A/C Contractor","6853","TARRANT","C AND C OF NORTH TEXAS",,,,,"10/29/2025","COMPTON, DAVID ROMAINE",,,,"TARRANT",,"AE","N",
"A/C Contractor","97287","DENTON","JC AIR PRO A/C AND HEAT SERVICE LLC",,,,,"05/16/2027","MARTINEZ, JULIO CESAR",,,,"DENTON",,"AE","N",
"A/C Contractor","19276","DALLAS","DWIGHT'S HEATING & AIR",,,,,"03/09/2027","STEWART, HARRY",,,,"DALLAS",,"BC","N",
"A/C Contractor","22568","DENTON","RPB ENTERPRISES INC",,,,,"08/11/2026","BROUGHTON, STEVEN L JR",,,,"DENTON",,"AC","N",
"A/C Contractor","26851","TARRANT","JAK SERVICES LLC",,,,,"01/29/2027","HORTON, DAVID W",,,,"TARRANT",,"AE","N",
"A/C Contractor","92864","JOHNSON","THERMAL AIR LLC",,,,,"10/31/2026","KELLY, TRAVIS WADE",,,,"JOHNSON",,"AC","N",
"A/C Contractor","5000","TARRANT","ALLISON AIR CONDITIONING",,,,,"07/26/2027","ALLISON, KENNETH RANDALL",,,,"TARRANT",,"AC","N",
"A/C Contractor","95366","COLLIN","CHRIS G JONES",,,,,"03/07/2027","JONES, CHRIS G",,,,"COLLIN",,"AE","N",
"A/C Contractor","4007","COLLIN","BURNSIDE AIR CONDITIONING HEATING & IAQ",,,,,"03/23/2027","BURNSIDE, DONNIE KEITH",,,,"COLLIN",,"AC","N",
"A/C Contractor","38047","ROCKWALL","C & S SERVICES",,,,,"11/27/2026","SAUTER, CHRISTOPHER AUTHUR",,,,"ROCKWALL",,"BE","N",
"A/C Contractor","95773","DALLAS","TEXAS MECHANICAL SERVICES LLC",,,,,"03/22/2027","BENITEZ, ROLANDO",,,,"DALLAS",,"AR","N",
"A/C Contractor","2664","DALLAS","FEDERAL MECHANICAL SYSTEMS INC",,,,,"10/14/2026","GILLILAND, JAMES LOUIE JR",,,,"DALLAS",,"AC","N",
"A/C Contractor","90143","DALLAS","METRO HEATING & COOLING LTD.",,,,,"07/14/2027","KRUEGER, KRISTOPHER KOLT",,,,"DALLAS",,"AE","N",
"A/C Contractor","13715","COLLIN","AIR COND INNOVATIVE SOLUTIONS INC",,,,,"06/27/2027","SELF, KEVIN LEE",,,,"COLLIN",,"AC","N",
"A/C Contractor","13288","COLLIN","BANNER AIR",,,,,"07/19/2026","LEONARD, TERRELL W",,,,"COLLIN",,"BE","N",
"A/C Contractor","29241","COLLIN","KSG AIR SERVICES",,,,,"12/04/2026","STANLEY, KENNETH W",,,,"COLLIN",,"AE","N",
"A/C Contractor","87046","TARRANT","DAVID ESCARENO A/C & HEATING",,,,,"03/22/2027","MONTELONGO, DAVID ESCARENO",,,,"TARRANT",,"BE","N",
"A/C Contractor","67328","TARRANT","MARS HVAC PLUMBING AND ELECTRICAL",,,,,"10/18/2026","VESTAL, KENNETH EUIN",,,,"TARRANT",,"AE","N",
"A/C Contractor","98107","DALLAS","PLASTIPAK PACKAGING",,,,,"06/17/2027","HILL, DUSTIN WADE",,,,"DALLAS",,"AE","N",
"A/C Contractor","32673","TARRANT","T.E. HVAC SERVICES, LLC",,,,,"08/27/2026","HAUSEY, NATHAN JUSTIN",,,,"TARRANT",,"AC","N",
"A/C Contractor","5443","DALLAS","BOOTH MECHANICAL",,,,,"08/26/2026","BOOTH, BYRON ANTHONY",,,,"DALLAS",,"AC","N",
"A/C Contractor","19328","COLLIN","POWERS M.E.P GROUP,INC",,,,,"03/29/2027","LAYEGH, GHOLAMALI",,,,"COLLIN",,"AC","N",
"A/C Contractor","92541","DALLAS","AIR & COLD SERVICE",,,,,"10/15/2026","LUC, RAY WAI",,,,"DALLAS",,"AC","N",
"A/C Contractor","75526","TARRANT","CLIMATE PROFESSIONALS LLC",,,,,"09/20/2026","CABANAS, ALBERTO EMANUEL",,,,"TARRANT",,"BE","N",
"A/C Contractor","28112","PARKER","C.M. ENTERPRISES",,,,,"10/31/2026","MORRIS, CRAIG R",,,,"PARKER",,"AE","N",
"A/C Contractor","101321","TARRANT","FORT WORTH INDEPENDENT SCHOOL DISTRICT",,,,,"11/18/2026","HENSON, ERIC SEAN",,,,"TARRANT",,"AE","N",
"A/C Contractor","89517","ELLIS","THUMBS UP! HOME COMFORT",,,,,"06/15/2027","PHILLIPS, RUSSELL SHANE",,,,"ELLIS",,"BE","N",
"A/C Contractor","12543","DENTON","DAVID LYNN MOORE",,,,,"08/10/2026","MOORE, DAVID LYNN",,,,"DENTON",,"AC","N",
"A/C Contractor","11673","WISE","JUST IN TIME ELECTRIC & A/C",,,,,"06/17/2027","REYNOLDS, DONALD BRETT",,,,"WISE",,"BE","N",
"A/C Contractor","37050","COLLIN","ROCK SOLID HEATING & COOLING LLC",,,,,"03/31/2027","REID, RICHARD J",,,,"COLLIN",,"BE","N",
"A/C Contractor","22920","DENTON","SANGER AIR & ELECTRIC",,,,,"05/20/2027","EILERS, STEVEN ERIC",,,,"DENTON",,"BE","N",
"A/C Contractor","40661","TARRANT","ALLIANCE AIR MASTERS-SANTOS SALINAS",,,,,"01/22/2027","SALINAS, SANTOS ESTEBAN",,,,"TARRANT",,"AE","N",
"A/C Contractor","24630","DENTON","THOMPSON, EARNEST ALLEN",,,,,"07/28/2027","THOMPSON, EARNEST ALLEN",,,,"DENTON",,"AC","N",
"A/C Contractor","10063","TARRANT","THE AC HERO LLC",,,,,"07/13/2027","CONTRERAS, DARRELL GLENN",,,,"TARRANT",,"AC","N",
"A/C Contractor","56665","TARRANT","MY AC GUYS",,,,,"12/11/2026","GABRIELSON, DAVID J",,,,"TARRANT",,"BE","N",
"A/C Contractor","36771","PARKER","TEXAS TOTAL COMFORT SYSTEMS LLC",,,,,"03/23/2027","COX, RICKY",,,,"PARKER",,"BC","N",
"A/C Contractor","93335","TARRANT","NORTH TEXAS AIR",,,,,"07/30/2026","ALFARO, HECTOR IVAN MONTES",,,,"TARRANT",,"BE","N",
"A/C Contractor","26480","TARRANT","ICE AIR CONDITIONING & HEATING LLC",,,,,"05/09/2027","CARDONE, JAMES F",,,,"TARRANT",,"BE","N",
"A/C Contractor","27122","DALLAS","TOWN EAST HEATING & A/C CO",,,,,"05/27/2027","HAWKINS, DANNY D",,,,"DALLAS",,"AE","N",
"A/C Contractor","23623","DALLAS","INTEGRATED MECH & ELECTRICAL SVCS LLC",,,,,"05/16/2027","MARTIN, BARRY",,,,"DALLAS",,"BE","N",
"A/C Contractor","76835","KAUFMAN","DONE WELL SERVICES",,,,,"12/01/2026","JUDD, LARRY MARSHALL",,,,"KAUFMAN",,"AE","N",
"A/C Contractor","39766","DALLAS","WOLVERTON COMPANY INC",,,,,"08/11/2026","RODRIGUEZ, KATHRYN",,,,"DALLAS",,"AC","N",
"A/C Contractor","16236","TARRANT","INFINITY CONTRACTORS INC",,,,,"08/27/2026","SALTER, JAMES R",,,,"TARRANT",,"AC","N",
"A/C Contractor","94830","DALLAS","ASHLEY HEATING & AIR CONDITIONING, LLC",,,,,"02/14/2027","ASHLEY, MICHAEL PAUL",,,,"DALLAS",,"AE","N",
"A/C Contractor","16632","DALLAS","BRIGHT REFRIGERATION INC",,,,,"07/11/2026","BRIGHTWELL, JERRY ROSS",,,,"DALLAS",,"BC","N",
"A/C Contractor","26872","DALLAS","MELISSA MILLER HOWARD",,,,,"01/11/2027","HOWARD, MELISSA MILLER",,,,"DALLAS",,"AC","N",
"A/C Contractor","9369","TARRANT","YING'S A/C & R SERVICES",,,,,"10/18/2026","SCHEEH, YING YEN",,,,"TARRANT",,"BC","N",
"A/C Contractor","82588","DALLAS","5JS HEATING & AIR CONDITIONING SERVICES",,,,,"08/08/2027","SALAPATE, JOEL SABILLA",,,,"DALLAS",,"BE","N",
"A/C Contractor","33956","TARRANT","JERRY LOYD A/C",,,,,"10/19/2026","LOYD, JERRY K",,,,"TARRANT",,"AC","N",
"A/C Contractor","29449","DALLAS","CLEAN AIR SERVICES",,,,,"01/25/2027","GARCIA, JESUS A",,,,"DALLAS",,"AE","N",
"A/C Contractor","86824","DALLAS","SHAIN SERVICES",,,,,"12/29/2026","SHAIN, NICHOLAS W",,,,"DALLAS",,"BE","N",
